Id,Title,Original Title,Original Language,Overview,Revenue,Budget,Runtime,Release Date,Vote Average,Vote Count,Genres,Production Companies,Production Countries,Spoken Languages,Director,Stars
76338,Thor: The Dark World,Thor: The Dark World,en,"Thor chiến đấu để lập lại trật tự trên khắp vũ trụ… nhưng một chủng tộc cổ xưa do Malekith đầy thù hận lãnh đạo đã quay trở lại và đẩy vũ trụ trở lại bóng tối. Đối mặt với kẻ thù mà ngay cả Odin và Asgard cũng không thể chống lại, Thor phải dấn thân vào cuộc hành trình cá nhân và nguy hiểm nhất của mình, cuộc hành trình sẽ đoàn tụ anh với Jane Foster và buộc anh phải hy sinh mọi thứ để cứu tất cả chúng ta.",644783140.0,170000000.0,112,2013-10-30,6.5,16767,"['Action', 'Adventure', 'Fantasy']",['Marvel Studios'],['United States of America'],['Tiếng Anh'],Unknown,Unknown
175574,Free Birds,Free Birds,en,Hai chú gà tây ở hai phía đối diện nhau phải gác lại những khác biệt và hợp tác để du hành ngược thời gian nhằm thay đổi tiến trình lịch sử — và loại bỏ gà tây khỏi thực đơn ngày lễ mãi mãi.,110000000.0,55000000.0,91,2013-10-30,5.9,736,"['Animation', 'Comedy', 'Family']","['Reel FX Creative Studios', 'Relativity Media']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
137093,Last Vegas,Last Vegas,en,"Những người bạn lớn tuổi Billy, Paddy, Archie và Sam đã là bạn thân từ khi còn nhỏ. Cuối cùng, khi Billy cầu hôn cô bạn gái trẻ hơn nhiều tuổi của mình, cả bốn người bạn đều đến Las Vegas để chúc mừng sự kết thúc cuộc sống độc thân lâu năm của Billy và hồi tưởng lại những ngày vinh quang của họ. Tuy nhiên, cả bốn nhanh chóng nhận ra rằng những thập kỷ qua đã thay đổi Thành phố Tội lỗi và thử thách tình bạn của họ theo những cách mà họ không thể tưởng tượng được.",134400000.0,28000000.0,105,2013-10-31,6.4,2053,['Comedy'],"['Gidden Media', 'CBS Films', 'Good Universe', 'Laurence Mark Productions', 'Outlaw Sinema', 'Mandate International']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
204082,Homefront,Homefront,en,"Phil Broker là một cựu đặc vụ DEA, người đã trải qua một cuộc khủng hoảng sau khi hành động chống lại một băng nhóm đua xe đạp của anh trở nên sai lầm khủng khiếp và điều đó đã khiến con trai ông chủ của anh phải trả giá bằng mạng sống. Gần đây anh ta góa vợ và để lại một cô con gái 9 tuổi, Maddy. Anh quyết định từ bỏ cuộc sống đầy sóng gió và đầy thử thách vì lợi ích của Maddy và lui về một thị trấn nhỏ. Con gái của anh ta chiến đấu chống lại một cậu bé đang bắt nạt cô ở trường và điều này mở ra một loạt các sự kiện kết thúc bằng cuộc đối đầu trực tiếp của anh ta với trùm ma túy Meth địa phương. Quá khứ của anh với băng nhóm đua xe đạp cũng tham gia vào đấu trường, khiến vấn đề trở nên phức tạp hơn. Nhưng trong đầu anh có sứ mệnh bảo vệ con gái mình và anh sẵn sàng trả mọi giá mà nó yêu cầu.",43058898.0,22000000.0,100,2013-11-12,7.0,3341,"['Action', 'Thriller']","['Open Road Films', 'Millennium Media', 'Universal Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
101299,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,en,"Katniss Everdeen đã trở về nhà an toàn sau khi giành chiến thắng trong Đấu trường sinh tử thường niên lần thứ 74 cùng với người bạn đồng hành Peeta Mellark. Chiến thắng đồng nghĩa với việc họ phải quay lại, rời xa gia đình và bạn bè thân thiết, bắt tay vào chuyến “Victor's Tour” qua các quận. Trên đường đi, Katniss cảm nhận được rằng một cuộc nổi loạn đang âm ỉ, nhưng Capitol vẫn nắm quyền kiểm soát rất lớn khi Tổng thống Snow chuẩn bị cho Đấu trường Sinh tử thường niên lần thứ 75 (The Quarter Quell) - một cuộc thi có thể thay đổi Panem mãi mãi.",865011746.0,130000000.0,146,2013-11-15,7.427,16785,"['Adventure', 'Action', 'Science Fiction']","['Lionsgate', 'Color Force']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
64686,47 Ronin,47 Ronin,en,"Kai—một kẻ bị ruồng bỏ—gia nhập Oishi, thủ lĩnh của 47 samurai bị ruồng bỏ. Họ cùng nhau tìm cách trả thù tên chúa tể phản bội đã giết chủ nhân của họ và trục xuất đồng loại của họ. Để khôi phục danh dự cho quê hương, các chiến binh bắt tay vào một nhiệm vụ thách thức họ bằng một loạt thử thách có thể tiêu diệt các chiến binh bình thường.",151783839.0,175000000.0,119,2013-12-06,6.167,3669,"['Drama', 'Action', 'Fantasy']","['Mid Atlantic Films', 'Stuber Pictures', 'Moving Picture Company', 'H2F Entertainment', 'Universal Pictures', 'Relativity Media']","['Hungary', 'Japan', 'United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Nhật']",Unknown,Unknown
57158,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,en,"Những người lùn, Bilbo và Gandalf đã trốn thoát thành công khỏi Dãy núi sương mù và Bilbo đã giành được Chiếc nhẫn quyền năng. Tất cả họ đều tiếp tục hành trình lấy lại vàng từ Rồng Smaug.",958400000.0,250000000.0,161,2013-12-11,7.572,12648,"['Fantasy', 'Adventure', 'Action']","['New Line Cinema', 'Metro-Goldwyn-Mayer', 'WingNut Films', 'Warner Bros. Pictures']","['New Zealand', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
116745,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,en,"Một người quản lý ảnh tạp chí nhút nhát, sống cuộc sống gián tiếp thông qua những giấc mơ ban ngày dấn thân vào một cuộc phiêu lưu ngoài đời thực khi một bức ảnh âm bản bị mất tích.",188133322.0,90000000.0,114,2013-12-18,7.2,7308,"['Adventure', 'Comedy', 'Drama', 'Fantasy']","['20th Century Fox', 'TSG Entertainment', 'Samuel Goldwyn Films', 'Red Hour', 'New Line Cinema', 'Big Screen Productions', 'Down Productions', 'Ingenious Media']","['United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Iceland', 'Tiếng Tây Ban Nha']",Unknown,Unknown
77951,Walking with Dinosaurs,Walking with Dinosaurs,en,"Vào thời điểm khủng long thống trị Trái đất, con khủng long nhỏ nhất trong đàn, một chú Pachyrhinosaurus vui tươi tên là Patchi, dấn thân vào cuộc phiêu lưu lớn nhất trong cuộc đời mình. Khi cố gắng tìm vị trí của mình trong một thế giới ngoạn mục với những người bạn vui tính và một vài kẻ thù nguy hiểm, Patchi sẽ khám phá ra lòng can đảm mà anh cần để trở thành thủ lĩnh bầy đàn và một anh hùng cho mọi thời đại.",126500000.0,80000000.0,87,2013-12-18,6.1,441,"['Animation', 'Family', 'Adventure']","['Animal Logic', 'Evergreen Films', 'Reliance Entertainment', 'IM Global', 'BBC Studios', 'BBC Earth']","['Australia', 'India', 'United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
44977,Dhoom 3,धूम ३,hi,"Để trả thù cho cái chết của cha mình, một nghệ sĩ xiếc được đào tạo về phép thuật và nhào lộn đã trở thành tên trộm để đánh sập một ngân hàng tham nhũng ở Chicago. Hai cảnh sát từ Mumbai được giao phụ trách vụ án.",91000000.0,19500000.0,171,2013-12-19,6.0,263,"['Action', 'Adventure', 'Crime', 'Thriller']","['Yash Raj Films', 'Dhoom Studios', 'Prime Focus']",['India'],"['Tiếng Hindi', 'Tiếng Anh']",Unknown,Unknown
24221,The Rebel,Dòng Máu Anh Hùng,vi,"Khi Pháp cai trị Việt Nam vào năm 1922, các sĩ quan Pháp và Việt Nam âm mưu đánh hơi tên phản loạn Đề Cảnh.",430150.0,1500000.0,103,2007-04-27,6.8,1006,"['Action', 'Drama']",[],['Vietnam'],"['Tiếng Pháp', 'Tiếng Việt']",Charlie Nguyen,"['Johnny Tri Nguyen', 'Veronica Ngo', 'Dustin Nguyen']"
1084384,The Ideal Squad,Biệt Đội Rất Ổn,vi,"Biệt Đội Lý Tưởng là một bộ phim hài, xoay quanh bộ đôi Khuê (Hoàng Oanh) và Phong (Hua Vi Vân). Sau một lần tình cờ gặp gỡ, bộ đôi đã lôi kéo Bảy Cúc (Võ Tấn Phát), Bảy Sức (Nguyễn Thảo), Quáu (Ngọc Phước), Quo (Ngọc Hòa) tham gia một nhiệm vụ đặc biệt: Hoán đổi chiếc vòng tay đi kèm. Nụ hôn gắn kim cương quý giá và lộ bộ mặt thật của Tuấn (Quang Tuấn) - chồng cũ của Khuê trong đám cưới giữa anh và Tú Xoan (Lê Khánh) - nữ đại gia miền Tây sở hữu khối tài sản triệu USD. Sự kết hợp bất đắc dĩ của Biệt Đội Lý Tưởng - Phong, Khuê và Gia Đình Cúc Sức nhắm vào tầm mắt ""cô dâu chú rể"" tại khu nghỉ dưỡng sang trọng hứa hẹn sẽ vô cùng gay cấn, hồi hộp nhưng không kém phần hài hước, giàu cảm xúc.",427714.0,4000000.0,104,2023-03-31,4.5,12,['Comedy'],['CJ HK Entertainment'],['Vietnam'],['Tiếng Việt'],Ta Nguyen Hiep,"['Vi Van Hua', 'Khanh Le', 'Hoàng Oanh', 'Ngoc Phuoc', Vo Tan Phat', 'Lac Hoang Long']"
245775,Yves Saint Laurent,Yves Saint Laurent,fr,"Nhìn lại cuộc đời của nhà thiết kế người Pháp Yves Saint Laurent từ khi bắt đầu sự nghiệp vào năm 1958 khi ông gặp người tình và đối tác kinh doanh của mình, Pierre Berge.",21026290.0,12000000.0,106,2014-01-08,6.6,849,['Drama'],"['SND', 'WY Productions', 'Hérodiade', 'uMedia']","['Belgium', 'France']","['Tiếng Nhật', 'Tiếng Pháp', 'Tiếng Nga', 'Tiếng Anh', 'Tiếng Ả Rập']",Unknown,Unknown
188207,The Legend of Hercules,The Legend of Hercules,en,"Ở Hy Lạp cổ đại vào năm 1200 trước Công nguyên, một nữ hoàng không chịu nổi sự ham muốn của thần Zeus để sinh ra một đứa con trai hứa sẽ lật đổ sự cai trị độc tài của nhà vua và khôi phục hòa bình cho một vùng đất đang gặp khó khăn. Nhưng vị hoàng tử Hercules này không biết gì về danh tính thực sự cũng như số phận của mình. Anh chỉ mong muốn một điều: tình yêu của Hebe, Công chúa xứ Crete, người đã được hứa hôn với chính anh trai mình. Khi Hercules biết được mục đích lớn hơn của mình, anh phải lựa chọn: chạy trốn cùng tình yêu đích thực của mình hoặc hoàn thành sứ mệnh của mình và trở thành người anh hùng thực sự của thời đại mình. Câu chuyện đằng sau một trong những huyền thoại vĩ đại nhất được tiết lộ trong bộ sử thi đầy hành động này - câu chuyện về tình yêu, sự hy sinh và sức mạnh tinh thần của con người.",61279452.0,70000000.0,99,2014-01-10,4.8,1266,"['Action', 'Adventure']","['Millennium Media', 'Summit Entertainment', 'Nu Boyana Film Studios']","['Bulgaria', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
414284,Never Trust a Stranger,Con Ma Nhà Họ Vương,vi,"Nam, 22 tuổi, trốn vào Sài Gòn vì tội giết người. Trong một lần tình cờ, Nam lọt vào tầm ngắm của Huy, 25 tuổi, một nhân vật bí ẩn hoàn toàn xa lạ. Biết Nam cần tiền để tồn tại nên Huy hứa với Nam sẽ trả 200 triệu để được sở hữu Nam trong 20 giờ. Còn Nam thì phải làm mọi thứ trừ những việc trái pháp luật. Nam được bí mật đưa về dinh thự bí ẩn của Huy, và từ đây Nam phải đối mặt với trò chơi nguy hiểm và sự điên rồ của gã này. Trong ngôi nhà này, Nam không chỉ có một mình như Huy kể trước đó mà còn có một cô gái trẻ bị đâm chết và 1 ngôi mộ. Và khi Nam muốn thoát khỏi ngôi nhà ma thì phát hiện ra Huy cũng bị đâm chết. Kẻ sát nhân đang ở đâu đó trong nhà? Cô ấy là ai? Mối quan hệ của Huy với cô gái như thế nào? Nam có thể an toàn trốn thoát với 200 triệu hay không?",423946.0,157387.0,92,2015-10-22,4.5,31,['Horror'],[],['Vietnam'],['Tiếng Việt'],Ngoc Dang Vu,"['La Quoc Hung', 'Ho Vinh Khoa', 'Minh Hang']"
100241,"I, Frankenstein","I, Frankenstein",en,"200 năm sau sáng tạo gây sốc của mình, sinh vật của Tiến sĩ Frankenstein, Adam, vẫn còn sống trên trái đất. Nhưng khi anh thấy mình đang ở giữa cuộc chiến tranh giành số phận loài người, Adam phát hiện ra mình nắm giữ chiếc chìa khóa có thể tiêu diệt loài người.",76801179.0,65000000.0,92,2014-01-22,5.3,1820,"['Horror', 'Thriller']","['Lionsgate', 'Lakeshore Entertainment', 'Sidney Kimmel Entertainment', 'Hopscotch Features']","['Australia', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
204436,Jack and the Cuckoo-Clock Heart,Jack et la mécanique du cœur,fr,"Ở Scotland năm 1874, Jack được sinh ra vào một ngày lạnh giá nhất từ ​​trước đến nay. Vì quá lạnh nên tim anh như ngừng đập. Bà đỡ chịu trách nhiệm ở Edinburgh tìm cách cứu anh ta bằng cách thay trái tim của anh ta bằng một chiếc đồng hồ. Vì vậy anh ta sống và ở lại dưới sự chăm sóc bảo vệ của bà mụ. Nhưng anh ta không được tức giận hay kích động vì điều đó sẽ nguy hiểm đến tính mạng khi khiến đồng hồ ngừng hoạt động. Tệ hơn nữa, khi lớn lên, anh phải đối mặt với sự thật rằng anh không thể yêu vì điều đó cũng có thể khiến trái tim mỏng manh của anh ngừng đập.",3445000.0,33746302.0,94,2014-02-05,7.2,679,"['Animation', 'Romance', 'Adventure', 'Drama', 'Fantasy']","['EuropaCorp', 'Duran', 'France 3 Cinéma', 'Canal+', 'Ciné+', 'Fonds Film in Vlaanderen', 'France Télévisions', 'La Région Île-de-France', 'Screen Flanders', 'uFilm', 'uFund', 'uMedia Family', 'Vlaams Agentschap Ondernemen', 'Vlaanderen in Actie', 'Walking The Dog']","['Belgium', 'France']","['Tiếng Pháp', 'Tiếng Anh']",Unknown,Unknown
82703,Mr. Peabody & Sherman,Mr. Peabody & Sherman,en,"Một cậu bé và chú chó của cậu, tình cờ có chỉ số IQ ở mức thiên tài, bắt đầu hành động khi cỗ máy thời gian của họ bị đánh cắp và những khoảnh khắc trong lịch sử bắt đầu bị thay đổi.",272912430.0,145000000.0,92,2014-02-07,6.718,2252,"['Animation', 'Adventure', 'Family']","['Pacific Data Images', 'DreamWorks Animation', 'Bullwinkle Studios', '20th Century Fox']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
226857,Endless Love,Endless Love,en,Ham muốn tức thời của một cô gái có đặc quyền và một chàng trai lôi cuốn đã khơi dậy một mối tình chỉ khiến cha mẹ họ cố gắng xa cách càng trở nên liều lĩnh hơn.,34100000.0,20000000.0,103,2014-02-12,6.9,1639,"['Drama', 'Romance']","['Bluegrass Films', 'Fake Empire Productions']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
137321,Winter's Tale,Winter's Tale,en,"Một tên trộm phải lòng một nữ thừa kế khi cô chết trong vòng tay của hắn. Khi biết mình có năng khiếu tái sinh, anh lên đường đi cứu cô.",30800231.0,60000000.0,118,2014-02-13,6.3,1297,"['Drama', 'Fantasy', 'Mystery', 'Romance']","['Weed Road Pictures', 'Village Roadshow Pictures', 'Warner Bros. Pictures', 'Marc Platt Productions']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
76649,Pompeii,Pompeii,en,"Vào năm 79 sau Công nguyên, Milo, một nô lệ trở thành đấu sĩ, thấy mình đang chạy đua với thời gian để cứu tình yêu đích thực của mình là Cassia, cô con gái xinh đẹp của một thương gia giàu có, người đã bất đắc dĩ phải đính hôn với một Thượng nghị sĩ La Mã tham nhũng. Khi Núi Vesuvius phun trào trong dòng dung nham rực lửa, Milo phải chiến đấu để thoát khỏi đấu trường để cứu người mình yêu khi thành phố Pompeii tráng lệ một thời sụp đổ xung quanh anh.",117831631.0,100000000.0,105,2014-02-18,5.5,3135,"['Action', 'Adventure', 'History', 'Romance', 'Drama']","['Don Carmody Productions', 'TriStar Pictures', 'FilmDistrict', 'Impact Pictures', 'Constantin Film', 'Summit Entertainment', 'Impact Films']","['Canada', 'Germany', 'United Kingdom', 'United States of America', 'Malaysia', 'Singapore']",['Tiếng Anh'],Unknown,Unknown
225574,Non-Stop,Non-Stop,en,"Bill Marks là một cựu chiến binh kiệt sức của lực lượng Cảnh sát Không quân. Anh coi nhiệm vụ này không phải là nhiệm vụ cứu mạng mà là một công việc bàn giấy trên trời. Tuy nhiên, chuyến bay hôm nay sẽ không phải là chuyến đi thường lệ. Ngay sau hành trình xuyên Đại Tây Dương từ New York đến London, anh nhận được một loạt tin nhắn bí ẩn yêu cầu chính phủ chuyển 150 triệu đô la vào một tài khoản bí mật, nếu không cứ sau 20 phút lại có một hành khách chết.",222800000.0,50000000.0,106,2014-02-26,6.8,5147,"['Action', 'Thriller', 'Mystery']","['TF1', 'StudioCanal', 'Silver Pictures', 'Anton Capital Entertainment', 'LOVEFiLM International', 'Canal+', 'TF1 Films Production', 'Universal Pictures']","['Canada', 'France', 'United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Đức']",Unknown,Unknown
120467,The Grand Budapest Hotel,The Grand Budapest Hotel,en,"Khách sạn Grand Budapest kể về một nhân viên hướng dẫn huyền thoại tại một khách sạn nổi tiếng ở châu Âu giữa hai cuộc chiến tranh và tình bạn của anh ta với một nhân viên trẻ trở thành người bảo trợ đáng tin cậy của anh ta. Câu chuyện liên quan đến vụ trộm và thu hồi một bức tranh vô giá thời Phục hưng, cuộc chiến giành khối tài sản khổng lồ của gia đình và những biến động chậm rãi và sau đó đột ngột đã biến đổi châu Âu trong nửa đầu thế kỷ 20.",174600318.0,30000000.0,100,2014-02-26,8.051,14259,"['Comedy', 'Drama']","['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment', 'American Empirical Pictures']","['Germany', 'United States of America']","['Tiếng Anh', 'Tiếng Pháp']",Unknown,Unknown
53182,300: Rise of an Empire,300: Rise of an Empire,en,"Tướng Hy Lạp Themistocles cố gắng đoàn kết toàn bộ Hy Lạp bằng cách lãnh đạo nhiệm vụ sẽ thay đổi cục diện cuộc chiến. Themistocles phải đối mặt với lực lượng xâm lược khổng lồ của Ba Tư do vị thần phàm trần Xerxes và Artemesia, chỉ huy đầy thù hận của hải quân Ba Tư chỉ huy.",337580051.0,110000000.0,102,2014-03-05,6.1,6264,"['Action', 'Drama', 'War']","['Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Nimar Studios', 'Warner Bros. Pictures', 'Cruel & Unusual Films']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
86834,Noah,Noah,en,Một người đàn ông nhìn thấy trận hồng thủy ngày tận thế thực hiện các biện pháp để bảo vệ gia đình mình khỏi trận lụt sắp tới.,362600000.0,125000000.0,138,2014-03-07,5.662,6007,"['Drama', 'Adventure']","['Paramount', 'Regency Enterprises', 'Protozoa Pictures', 'Disruption Entertainment']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
136797,Need for Speed,Need for Speed,en,"Bộ phim xoay quanh một tay đua đường phố địa phương hợp tác với một đối tác kinh doanh giàu có và kiêu ngạo, để rồi bị đồng nghiệp gài bẫy và tống vào tù. Sau khi ra ngoài, anh ta tham gia cuộc đua từ New York đến Los Angeles để trả thù. Nhưng khi đối tác cũ biết được âm mưu này, anh ta đã treo một khoản tiền thưởng khổng lồ lên đầu tay đua, buộc anh ta phải chạy xuyên quốc gia với những tay đua bất hợp pháp trên mọi loại xe tăng áp.",203277636.0,66000000.0,132,2014-03-12,6.407,4183,"['Action', 'Crime', 'Drama', 'Thriller']","['DreamWorks Pictures', 'Reliance Entertainment', 'Electronic Arts', 'Bandito Brothers', 'Mark Sourian Productions', 'John Gatins Productions', 'Touchstone Pictures']","['India', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
157350,Divergent,Divergent,en,"Trong một thế giới được chia thành các phe phái dựa trên loại tính cách, Tris biết rằng cô bị xếp vào nhóm Divergent và không phù hợp. Khi phát hiện ra âm mưu tiêu diệt Divergent, Tris và Bộ tứ bí ẩn phải tìm ra điều gì khiến Divergent trở nên nguy hiểm trước khi điều đó xảy ra. muộn.",288885818.0,85000000.0,139,2014-03-14,6.919,12412,"['Action', 'Adventure', 'Science Fiction']","['Summit Entertainment', 'Red Wagon Entertainment']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
172385,Rio 2,Rio 2,en,"Đó là một khu rừng ngoài kia dành cho Blu, Jewel và ba đứa con của họ sau khi họ bị đưa từ Rio de Janeiro đến vùng hoang dã của Amazon. Khi Blu cố gắng hòa nhập, anh đối đầu trực diện với Nigel đầy thù hận và gặp kẻ thù đáng sợ nhất: bố vợ anh.",500200000.0,103000000.0,101,2014-03-19,6.51,3335,"['Animation', 'Adventure', 'Comedy', 'Family']","['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",['United States of America'],"['Tiếng Anh', 'Tiếng Bồ Đào Nha']",Unknown,Unknown
100402,Captain America: The Winter Soldier,Captain America: The Winter Soldier,en,"Sau những sự kiện thảm khốc ở New York với The Avengers, Steve Rogers, hay còn gọi là Captain America, đang sống lặng lẽ ở Washington, D.C. và cố gắng thích nghi với thế giới hiện đại. Nhưng khi một S.H.I.E.L.D. đồng nghiệp bị tấn công, Steve bị cuốn vào một mạng lưới âm mưu đe dọa khiến thế giới gặp nguy hiểm. Gia nhập lực lượng với Góa phụ đen, Captain America đấu tranh để vạch trần âm mưu ngày càng mở rộng trong khi chống lại những sát thủ chuyên nghiệp được cử đến để bịt miệng anh ta mọi lúc mọi nơi. Khi toàn bộ âm mưu phản diện được tiết lộ, Captain America và Black Widow tranh thủ sự giúp đỡ của một đồng minh mới, Falcon. Tuy nhiên, họ sớm phải đối mặt với một kẻ thù bất ngờ và đáng gờm—Chiến Binh Mùa Đông.",714766572.0,170000000.0,136,2014-03-20,7.666,18167,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['United States of America'],['Tiếng Anh'],Unknown,Unknown
144336,Sabotage,Sabotage,en,"John ""Breacher"" Wharton lãnh đạo đội đặc nhiệm DEA tinh nhuệ chống lại các tập đoàn ma túy nguy hiểm nhất thế giới. Khi cả nhóm thực hiện thành công cuộc đột kích vào một ngôi nhà an toàn của băng đảng, họ nghĩ rằng công việc của mình đã hoàn thành – cho đến khi từng thành viên trong nhóm bắt đầu bị loại bỏ một cách bí ẩn. Khi số lượng cơ thể tăng lên, mọi người đều là nghi phạm.",22100000.0,35000000.0,110,2014-03-28,5.6,1352,"['Action', 'Drama', 'Thriller', 'Crime']","['Open Road Films', 'QED International', 'Albert S. Ruddy Productions', 'Crave Films', 'Roth Films', 'Universal Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
193610,The Other Woman,The Other Woman,en,"Sau khi phát hiện bạn trai đã kết hôn, Carly sớm gặp lại người vợ mà anh ta đang lừa dối. Và khi một vụ ngoại tình khác bị phát hiện, cả ba người phụ nữ hợp tác để lên kế hoạch trả thù lẫn nhau cho SOB ba lần.",196800000.0,40000000.0,109,2014-04-16,6.422,3432,"['Comedy', 'Romance']","['LBI Productions', '20th Century Fox', 'TSG Entertainment']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
157353,Transcendence,Transcendence,en,"Hai nhà khoa học máy tính hàng đầu làm việc hướng tới mục tiêu Điểm kỳ dị về công nghệ, khi một tổ chức chống công nghệ cực đoan chiến đấu để ngăn cản họ tạo ra một thế giới nơi máy tính có thể vượt qua khả năng của bộ não con người.",103039258.0,100000000.0,119,2014-04-16,6.033,5231,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']","['DMG Entertainment', 'Alcon Entertainment', 'Straight Up Films']","['China', 'United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
254473,Brick Mansions,Brick Mansions,en,"Ở Detroit đen tối, những ngôi nhà lớn từng là nơi ở của những người giàu có giờ là nơi ở của những tên tội phạm nguy hiểm nhất thành phố. Bao quanh khu vực này là một bức tường khổng lồ để giữ an toàn cho phần còn lại của Detroit. Đối với cảnh sát chìm Damien Collier, mỗi ngày là một cuộc chiến chống tham nhũng khi anh đấu tranh để đưa kẻ giết cha mình, Tremaine, ra trước công lý. Trong khi đó, Damien và một cựu tù nhân tên Lino hợp tác để cứu thành phố khỏi âm mưu phá hủy nó.",71416730.0,28000000.0,90,2014-04-22,5.9,1460,"['Action', 'Crime', 'Drama']","['EuropaCorp', 'Transfilm International', 'Relativity Media', 'Brick Mansions Productions']","['Canada', 'France', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
451542,Fan Cuồng,Fan Cuồng,vi,Unknown,354191.0,1023219.0,0,2016-07-15,6.5,49,"['Comedy', 'Science Fiction', 'Romance']",['Chanh Phuong Phim'],['Vietnam'],['Tiếng Việt'],Charlie Nguyen,"['Ngoc Diep', 'Thai Hoa', 'Phuong Trinh Jolie']"
913857,Maika: The Girl From Another Galaxy,Maika - Cô Bé Đến Từ Hành Tinh Khác,vi,"Mọi chuyện có thể tốt hơn với cậu bé Hùng 8 tuổi đang đau buồn vì mất mẹ đã qua đời một năm trước. Mối quan hệ của anh với cha mình trở nên căng thẳng, người bạn thân nhất của anh sắp chuyển đi nơi khác, và trên hết, một tên chủ nhà tham lam đang bắt nạt cha anh để buộc họ rời khỏi căn hộ của mình. Anh tìm thấy niềm an ủi bằng cách ngắm bầu trời đêm từ nóc tòa nhà chung cư của mình. Một đêm nọ, anh chứng kiến ​​một trận mưa sao băng và một ngôi sao rơi nhầm chỗ ở vùng nông thôn gần đó. Anh điều tra, nhưng thay vì tìm thấy một ngôi sao băng, anh gặp một người bạn mới và anh quyết định làm mọi thứ có thể để giúp cô ấy.",346124.0,1180404.0,105,2022-06-03,6.1,110,"['Science Fiction', 'Family', 'Adventure']","['BHD Co., Ltd', 'East Films']",['Vietnam'],['Tiếng Việt'],Ham Tran,"['Tom Dang', 'Dom Dinh', 'Elyse Dinh', 'Chu Diep Anh']"
177047,Decoding Annie Parker,Decoding Annie Parker,en,Cuộc sống của một bệnh nhân ung thư vú và một nhà nghiên cứu đang cố gắng chứng minh mối liên hệ di truyền với bệnh ung thư đã giao nhau trong một nghiên cứu mang tính đột phá.,60048.0,2000000.0,91,2014-05-02,6.0,77,['Drama'],"['Unified Pictures', 'Media House Capital', 'Decoding Annie Parker', 'Ozymandias Productions']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
212778,Chef,Chef,en,"Khi đầu bếp Carl Casper đột ngột nghỉ việc tại một nhà hàng nổi tiếng ở Los Angeles sau khi từ chối thỏa hiệp tính trung thực trong sáng tạo của mình đối với người chủ quản lý nhà hàng, anh ấy phải tìm hiểu xem điều gì sẽ xảy ra tiếp theo. Đến Miami, anh hợp tác với vợ cũ, bạn bè và con trai để mở một chiếc xe tải chở đồ ăn. Lên đường, đầu bếp Carl quay trở lại cội nguồn của mình để khơi dậy niềm đam mê nấu bếp -- cũng như niềm đam mê cuộc sống và tình yêu.",45967935.0,11000000.0,114,2014-05-08,7.115,3114,['Comedy'],"['Altus Media', 'Fairview Entertainment', 'Prescience']",['United States of America'],"['Tiếng Anh', 'Tiếng Tây Ban Nha']",Unknown,Unknown
